,Year-Sem,SECTION,A,B,C,D,F,TOTAL A-F,GPA,I,S,U,Q,X,TOTAL,INSTRUCTOR,Year-sem
213,,ANSC-318-502,8,12,3,0,0,23.0,3.217,2.0,0.0,0.0,0.0,0.0,25.0,CARSTENS G,20211
214,,ANSC-318-503,9,10,5,2,0,26.0,3.0,0.0,0.0,0.0,1.0,0.0,27.0,CARSTENS G,20211
215,,ANSC-318-504,7,12,7,1,1,28.0,2.821,0.0,0.0,0.0,0.0,0.0,28.0,CARSTENS G,20211
216,,ANSC-318-505,7,14,4,0,0,25.0,3.12,1.0,0.0,0.0,0.0,0.0,26.0,CARSTENS G,20211
217,,ANSC-318-506,8,13,6,0,0,27.0,3.074,0.0,0.0,0.0,0.0,0.0,27.0,CARSTENS G,20211
218,,ANSC-320-500,26,30,4,3,1,64.0,3.2030000000000003,0.0,0.0,0.0,1.0,0.0,65.0,WIEGERT J,20211
219,,ANSC-325-500,51,0,0,0,0,51.0,4.0,0.0,0.0,0.0,0.0,0.0,51.0,RAMSEY W,20211
220,,ANSC-326-500,22,47,15,11,1,96.0,2.812,1.0,0.0,0.0,0.0,0.0,97.0,TAYLOR T,20211
221,,ANSC-333-200,7,4,0,0,0,11.0,3.636,0.0,0.0,0.0,0.0,0.0,11.0,POOLE R,20211
222,,ANSC-333-501,4,10,8,1,2,25.0,2.52,0.0,0.0,0.0,1.0,0.0,26.0,SATTERFIELD M,20211
223,,ANSC-333-502,4,12,4,3,2,25.0,2.52,0.0,0.0,0.0,0.0,0.0,25.0,SATTERFIELD M,20211
224,,ANSC-333-503,4,8,8,3,0,23.0,2.565,1.0,0.0,0.0,2.0,0.0,26.0,SATTERFIELD M,20211
225,,ANSC-333-504,4,10,9,1,0,24.0,2.708,0.0,0.0,0.0,2.0,0.0,26.0,SATTERFIELD M,20211
226,,ANSC-333-505,5,4,9,2,0,20,2.600,2.1,0.1,0.2,4.1,0.3,26,SATTERFIELD M,20211
227,,ANSC-333-506,4,9,9,3,0,25.0,2.56,0.0,0.0,0.0,1.0,0.0,26.0,SATTERFIELD M,20211
228,,ANSC-333-507,2,12,7,2,1,24.0,2.5,0.0,0.0,0.0,2.0,0.0,26.0,SATTERFIELD M,20211
229,,ANSC-337-500,9,5,0,0,0,14.0,3.642,0.0,0.0,0.0,0.0,0.0,14.0,RILEY R,20211
230,,ANSC-351-500,14,0,0,0,0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,CROSS H,20211
231,,ANSC-404-500,30,4,5,0,0,39.0,3.641,0.0,0.0,0.0,0.0,0.0,39.0,DAIGLE C,20211
232,,ANSC-406-931,14,4,0,0,1,19.0,3.5780000000000003,0.0,0.0,0.0,0.0,0.0,19.0,HERRING A,20211
233,,ANSC-406-932,11,7,1,0,0,19.0,3.5260000000000002,0.0,0.0,0.0,0.0,0.0,19.0,HERRING A,20211
234,,ANSC-406-933,14,4,1,0,0.1,19,3.684,0.2,0.3,0.4,0.5,0.6,19.1,HERRING A,20211
235,,ANSC-408-500,5,8,0,0,0,13.0,3.384,0.0,0.0,0.0,1.0,0.0,14.0,BABER J,20211
236,,ANSC-411-500,29,25,13,4,0,71.0,3.112,0.0,0.0,0.0,4.0,0.0,75.0,LUCIA J,20211
237,,ANSC-412-500,8,2,0,0,0,10.0,3.8,0.0,0.0,0.0,0.0,0.0,10.0,WIEGERT J,20211
238,,ANSC-414-501,4,2,0,0,0,6.0,3.6660000000000004,0.0,0.0,0.0,0.0,0.0,6.0,RAMSEY W,20211
239,,ANSC-414-901,5,1,0,0,0,6.0,3.833,0.0,0.0,0.0,0.0,0.0,6.0,RAMSEY W,20211
240,,ANSC-414-903,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,RAMSEY W,20211
241,,ANSC-414-970,6,1,0,0,0,7.0,3.8569999999999998,0.0,0.0,0.0,0.0,0.0,7.0,RAMSEY W,20211
242,,ANSC-420-501,18,2,0,0,0,20.0,3.9,0.0,0.0,0.0,0.0,0.0,20.0,LINNE P,20211
243,,ANSC-420-502,16,3,0,0,0,19.0,3.842,0.0,0.0,0.0,0.0,0.0,19.0,LINNE P,20211
244,,ANSC-420-503,14,5,0,0,0,19.0,3.736,1.0,0.0,0.0,0.0,0.0,20.0,LINNE P,20211
245,,ANSC-420-504,12,1,2,0,0,15.0,3.6660000000000004,0.0,0.0,0.0,0.0,0.0,15.0,LINNE P,20211
246,,ANSC-423-500,53,0,0,0,0,53.0,4.0,1.0,0.0,0.0,0.0,0.0,54.0,HEIRD J,20211
247,,ANSC-434-501,4,4,2,0,0,10.0,3.2,0.0,0.0,0.0,0.0,0.0,10.0,DE CARVALHO,20211
248,,ANSC-434-502,5,1,0,0,0,6.0,3.833,0.0,0.0,0.0,0.0,0.0,6.0,DE CARVALHO,20211
249,,ANSC-434-503,6,4,0,0,0,10.0,3.6,0.0,0.0,0.0,0.0,0.0,10.0,DE CARVALHO,20211
250,,ANSC-437-500,24,5,1,0,1.1,31,3.645,0.1,0.2,0.3,1.2,0.4,32,SAVELL J,20211
251,,ANSC-481-901,15,4,0,0,0,19.0,3.7889999999999997,0.0,0.0,0.0,1.0,0.0,20.0,CROSS H,20211
252,,ANSC-481-902,10,6,0,0,0,16.0,3.625,0.0,0.0,0.0,1.0,0.0,17.0,FARNELL Y,20211
253,,ANSC-481-903,18,2,0,0,0,20.0,3.9,0.0,0.0,0.0,0.0,0.0,20.0,CROSS H,20211
254,,ANSC-481-904,14,0,0,0,0,14.0,4.0,1.0,0.0,0.0,0.0,0.0,15.0,WELSH T,20211
255,,ANSC-481-905,16,4,0,0,0,20.0,3.8,0.0,0.0,0.0,0.0,0.0,20.0,RIGGS P,20211
256,,ANSC-481-906,13,6,2,0,1,22.0,3.363,0.0,0.0,0.0,0.0,0.0,22.0,ING N,20211
257,,ANSC-481-907,17,2,0,0,0,19.0,3.8939999999999997,0.0,0.0,0.0,0.0,0.0,19.0,DAIGLE C,20211
258,,ANSC-484-500,10,0,0,0,0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,RAMSEY W,20211
259,,ANSC-485-513,12,0,0,0,0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,DAIGLE C,20211
260,,ANSC-485-518,8,0,0.1,0.2,0.3,8.1,0.000,0.4,0.5,0.6,0.7,0.8,8.2,LINNE P,20211
261,,ANSC-485-563,7,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,RAMSEY W,20211
262,,ANSC-485-583,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,PAUDYAL S,20211
263,,ANSC-487-500,6,2,0,0,0,8.0,3.75,1.0,0.0,0.0,0.0,0.0,9.0,MILLER R,20211
264,,ANSC-491-214,6,0,0,0,0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,DAIGLE C,20211
265,,ANSC-491-514,13,0,0,0,0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,DAIGLE C,20211
266,,ANSC-491-573,7,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,WICKERSHAM T,20211
267,,ANSC-491-915,17,0,0,0,0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,FRENZEL L,20211
268,,ANSC-494-500,49,0,0,0,0,49.0,4.0,0.0,0.0,0.0,0.0,0.0,49.0,RAMSEY W,20211
269,,ANSC-494-501,17,0,0,0,0,17.0,4.0,0.0,0.0,0.0,0.0,0.0,17.0,SKAGGS C,20211
270,,ANSC-494-502,16,0,0.1,0.2,0.3,16.1,4.000,0.4,0.5,0.6,0.7,0.8,16.2,FRENZEL L,20211
271,,ANSC-494-503,16,0,0,0,0,16.0,4.0,0.0,0.0,0.0,1.0,0.0,17.0,SCHOBERT S,20211
272,,ANSC-498-501,9,0,0,0,0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,FRENZEL L,20211
273,,ANSC-498-502,9,0,0,0,0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,9.0,FRENZEL L,20211
274,,ANSC-498-503,7,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,FRENZEL L,20211
275,,ANSC-608-600,8,4,0,0,0,12.0,3.6660000000000004,1.0,0.0,0.0,0.0,0.0,13.0,BABER J,20211
276,,ANSC-618-600,11,2,0,0,0,13.0,3.846,0.0,0.0,0.0,0.0,0.0,13.0,SMITH S,20211
277,,ANSC-623-600,9,1,0,0,0,10.0,3.9,0.0,0.0,0.0,0.0,0.0,10.0,TEDESCHI L,20211
278,,ANSC-627-600,20,0,0,0,0,20.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,SAVELL J,20211
279,,ANSC-629-600,3,2,0,0,0,5.0,3.6,0.0,0.0,0.0,0.0,0.0,5.0,ATHREY G,20211
280,,ANSC-651-600,10,1,0,0,0,11.0,3.909,0.0,0.0,0.0,0.0,0.0,11.0,RIGGS P,20211
281,,ANSC-667-600,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,OSBURN W,20211
282,,ANSC-697-600,4,5,0,0,0,9.0,3.444,0.0,0.0,0.0,0.0,0.0,9.0,TAYLOR T,20211
283,,BICH-303-500,6,21,18,5,3,53,2.415,0,0.1,0.2,0.3,0.4,53.1,DEVARENNE T,20211
284,,BICH-404-500,6,9,7,2,3,27.0,2.481,0.0,0.0,0.0,0.0,0.0,27.0,ZENG L,20211
285,,BICH-406-500,5,5,0,0,0,10.0,3.5,0.0,0.0,0.0,1.0,0.0,11.0,PANIN V,20211
286,,BICH-410-501,10,13,10,6,0,39.0,2.6919999999999997,0.0,0.0,0.0,5.0,0.0,44.0,CARR C,20211
287,,BICH-410-502,3,19,11,5,1,39.0,2.461,0.0,0.0,0.0,4.0,0.0,43.0,CARR C,20211
288,,BICH-410-503,1,18,16,5,1,41.0,2.3169999999999997,0.0,0.0,0.0,2.0,0.0,43.0,CARR C,20211
289,,BICH-410-504,8,13,9,3,0,33.0,2.787,0.0,0.0,0.0,11.0,0.0,44.0,CARR C,20211
290,,BICH-410-505,12,9,10,3,1,35.0,2.8,0.0,0.0,0.0,2.0,0.0,37.0,CARR C,20211
291,,BICH-410-506,2,15,5,3,0,25.0,2.64,1.0,0.0,0.0,2.0,0.0,28.0,CARR C,20211
292,,BICH-410-507,3,10,11,2,1,27.0,2.444,0.0,0.0,0.0,4.0,0.0,31.0,CARR C,20211
293,,BICH-410-508,1,9,7,6,3,26,1.961,0,0.1,0.2,4,0.3,30,CARR C,20211
294,,BICH-410-509,4,9,16,1,0,30.0,2.533,0.0,0.0,0.0,6.0,0.0,36.0,PEREZ S,20211
295,,BICH-410-510,4,12,15,0,1,32.0,2.562,0.0,0.0,0.0,5.0,0.0,37.0,PEREZ S,20211
296,,BICH-410-511,8,11,10,1,2,32.0,2.687,0.0,0.0,0.0,3.0,0.0,35.0,PEREZ S,20211
297,,BICH-410-512,6,17,9,0,0,32.0,2.906,0.0,0.0,0.0,3.0,0.0,35.0,PEREZ S,20211
298,,BICH-411-501,14,7,9,2,0,32.0,3.031,0.0,0.0,0.0,4.0,0.0,36.0,MILES B,20211
299,,BICH-411-502,15,12,4,0,0,31.0,3.3539999999999996,0.0,0.0,0.0,7.0,0.0,38.0,MILES B,20211
300,,BICH-411-503,13,9,4,0,0,26.0,3.346,0.0,0.0,0.0,10.0,0.0,36.0,MILES B,20211
301,,BICH-411-504,9,12,5,0,0,26.0,3.153,0.0,0.0,0.0,12.0,0.0,38.0,MILES B,20211
302,,BICH-411-505,7,8,12,3,1,31.0,2.548,0.0,0.0,0.0,10.0,0.0,41.0,MILES B,20211
303,,BICH-411-506,14,7,4,2,0,27.0,3.222,0.0,0.0,0.0,7.0,0.0,34.0,MILES B,20211
304,,BICH-411-507,9,11,3,0,0,23.0,3.26,0.0,0.0,0.0,11.0,0.0,34.0,MILES B,20211
305,,BICH-411-508,9,9.1,6,2,2.1,28,2.750,0,0.1,0.2,7,0.3,35,MILES B,20211
306,,BICH-411-509,17,12,8,2,0,39.0,3.128,0.0,0.0,0.0,4.0,0.0,43.0,HENDERSON POZZI M,20211
307,,BICH-411-510,12,19,6,4,0,41.0,2.951,0.0,0.0,0.0,1.0,0.0,42.0,HENDERSON POZZI M,20211
308,,BICH-411-511,7,6,13,9,2,37.0,2.189,1.0,0.0,0.0,5.0,0.0,43.0,HENDERSON POZZI M,20211
309,,BICH-411-512,12,14,7,5,0,38.0,2.8680000000000003,0.0,0.0,0.0,5.0,0.0,43.0,HENDERSON POZZI M,20211
310,,BICH-411-513,12,16,10,2,0,40.0,2.95,0.0,0.0,0.0,4.0,0.0,44.0,HENDERSON POZZI M,20211
311,,BICH-411-514,15,11,10,3,0,39.0,2.9739999999999998,0.0,0.0,0.0,6.0,0.0,45.0,HENDERSON POZZI M,20211
312,,BICH-411-515,15,11,4,3,0,33.0,3.1510000000000002,0.0,0.0,0.0,11.0,0.0,44.0,HENDERSON POZZI M,20211
313,,BICH-411-516,9,19,9,4,0,41.0,2.804,0.0,0.0,0.0,3.0,0.0,44.0,HENDERSON POZZI M,20211
314,,BICH-411-517,19,18,2,1,0,40.0,3.375,0.0,0.0,0.0,2.0,0.0,42.0,POLYMENIS M,20211
315,,BICH-411-518,17,15,8,1,0,41.0,3.17,0.0,0.0,0.0,2.0,0.0,43.0,POLYMENIS M,20211
316,,BICH-411-519,15,20,6,1,0,42.0,3.1660000000000004,0.0,0.0,0.0,1.0,0.0,43.0,POLYMENIS M,20211
317,,BICH-411-520,13,18,5,2,0,38.0,3.105,0.0,0.0,0.0,5.0,0.0,43.0,POLYMENIS M,20211
318,,BICH-414-500,7,10,6,0,0,23.0,3.043,1.0,0.0,0.0,0.0,0.0,24.0,AYRES N,20211
319,,BICH-414-902,5,2,0,0,0,7.0,3.714,0.0,0.0,0.0,0.0,0.0,7.0,AYRES N,20211
320,,BICH-414-903,12,9,9,0,0,30.0,3.1,0.0,0.0,0.0,1.0,0.0,31.0,AYRES N,20211
321,,BICH-431-501,13,8,0,1,0,22.0,3.5,0.0,0.0,0.0,0.0,0.0,22.0,HERMAN J,20211
322,,BICH-431-502,10,8,3,0,0,21.0,3.333,0.0,0.0,0.0,0.0,0.0,21.0,HE P,20211
323,,BICH-432-900,4,6,0,0,0,10.0,3.4,0.0,0.0,0.0,0.0,0.0,10.0,PEREZ S,20211
324,,BICH-432-901,4,9,0,0,2,15.0,2.866,0.0,0.0,0.0,1.0,0.0,16.0,PEREZ S,20211
325,,BICH-440-500,14,11,12,0,0,37.0,3.054,0.0,0.0,0.0,2.0,0.0,39.0,MEEK T,20211
326,,BICH-441-501,13,11,9,4,0,37.0,2.891,0.0,0.0,0.0,1.0,0.0,38.0,PARK W,20211
327,,BICH-441-502,7,11,8,2,1,29.0,2.7239999999999998,0.0,0.0,0.0,2.0,0.0,31.0,GLASNER M,20211
328,,BICH-464-500,10,4,0,0,0,14.0,3.714,1.0,0.0,0.0,0.0,0.0,15.0,YOUNG R,20211
329,,BICH-628-600,5,6,0,0,0,11.0,3.4539999999999997,0.0,0.0,0.0,0.0,0.0,11.0,SZE S,20211
330,,BICH-657-600,7,1,0,0,0,8.0,3.875,0.0,0.0,0.0,0.0,0.0,8.0,LI P,20211
331,,BICH-671-600,8,0,0,0,0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,BANKAITIS V,20211
332,,BICH-674-600,8,0,0.1,0.2,0.3,8.1,4.000,1,0.4,0.5,0.6,0.7,9,RYE H,20211
333,,BICH-675-600,10,0,0,0,0,10.0,4.0,0.0,0.0,0.0,0.0,0.0,10.0,DEVARENNE T,20211
334,,BICH-676-600,12,0,0,0,0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,YOUNG R,20211
335,,BICH-677-600,15,0,0,0,0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,SACCHETTINI J,20211
336,,BICH-689-600,6,3,3,0,0,12.0,3.25,0.0,0.0,0.0,0.0,0.0,12.0,POLYMENIS M,20211
337,,BICH-689-601,7,3,0,0,0,10.0,3.7,0.0,0.0,0.0,0.0,0.0,10.0,RYE H,20211
338,,BICH-689-602,15,0,0,0,0,15.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,SACCHETTINI J,20211
339,,BICH-689-605,7,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,CHO J,20211
340,,BICH-689-606,10,0,0.1,0.2,0.3,10.1,4.000,0.4,0.5,0.6,0.7,0.8,10.2,GOHIL V,20211
341,,BICH-689-607,12,0,0,0,0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,PELLOIS J,20211
342,,BICH-689-608,8,4,0,0,0,12.0,3.6660000000000004,0.0,0.0,0.0,0.0,0.0,12.0,TOMMOS I,20211
343,,BICH-697-601,13,0,0,0,0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,PELLOIS J,20211
344,,GENE-301-201,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,DIBBLEY REYNOLDS M,20211
345,,GENE-301-202,4,1,0,0,0,5.0,3.8,0.0,0.0,0.0,0.0,0.0,5.0,DIBBLEY REYNOLDS M,20211
346,,GENE-301-501,70,34,23,10,1,138.0,3.173,0.0,0.0,0.0,6.0,0.0,144.0,DIBBLEY REYNOLDS M,20211
347,,GENE-301-502,69,36,27,4,2,138.0,3.202,0.0,0.0,0.0,7.0,0.0,145.0,DIBBLEY REYNOLDS M,20211
348,,GENE-302-202,1,3,1,0,0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,5.0,KUNKEL G,20211
349,,GENE-302-203,4,1,0,0,0,5.0,3.8,0.0,0.0,0.0,0.0,0.0,5.0,KUNKEL G,20211
350,,GENE-302-501,19,21,21.1,5,3,69,2.695,0,0.1,0.2,7,0.3,76,PARK W,20211
351,,GENE-302-502,10,16,6,15,3,50.0,2.3,0.0,0.0,0.0,21.0,0.0,71.0,KUNKEL G,20211
352,,GENE-302-503,13,15,16,9,6,59.0,2.338,0.0,0.0,0.0,13.0,0.0,72.0,KUNKEL G,20211
353,,GENE-310-500,10,7,13,2,2,34.0,2.617,0.0,0.0,0.0,2.0,0.0,36.0,MAGILL C,20211
354,,GENE-310-700,3,10,7,0,0,20.0,2.8,0.0,0.0,0.0,3.0,0.0,23.0,MAGILL C,20211
355,,GENE-312-502,13,14,3,0,0,30.0,3.333,0.0,0.0,0.0,0.0,0.0,30.0,PISHKO E,20211
356,,GENE-312-503,5,14,5,1,1,26.0,2.807,0.0,0.0,0.0,0.0,0.0,26.0,PISHKO E,20211
357,,GENE-312-504,11,15,2,2,0,30.0,3.1660000000000004,0.0,0.0,0.0,0.0,0.0,30.0,PISHKO E,20211
358,,GENE-312-506,5,13,8,2,1,29.0,2.655,0.0,0.0,0.0,0.0,0.0,29.0,PISHKO E,20211
359,,GENE-312-507,4,2,2,0,0,8.0,3.25,0.0,0.0,0.0,1.0,0.0,9.0,PISHKO E,20211
360,,GENE-312-508,7,18,4,0,0,29.0,3.103,0.0,0.0,0.0,1.0,0.0,30.0,PISHKO E,20211
361,,GENE-312-509,7,16,3,2,0,28,3.000,0.1,0.2,0.3,1,0.4,29,PISHKO E,20211
362,,GENE-312-510,3,10,6,0,0,19.0,2.842,0.0,0.0,0.0,0.0,0.0,19.0,PISHKO E,20211
363,,GENE-312-516,15,21,7,0,1,44.0,3.113,0.0,0.0,0.0,0.0,0.0,44.0,PISHKO E,20211
364,,GENE-312-517,11,15,6,1,1,34.0,3.0,0.0,0.0,0.0,3.0,0.0,37.0,PISHKO E,20211
365,,GENE-312-518,6,20,14,2,0,42.0,2.714,0.0,0.0,0.0,0.0,0.0,42.0,PISHKO E,20211
366,,GENE-312-519,7,15,12,1,0,35.0,2.8,1.0,0.0,0.0,2.0,0.0,38.0,PISHKO E,20211
367,,GENE-312-520,10,18,10,2,0,40.0,2.9,0.0,0.0,0.0,1.0,0.0,41.0,PISHKO E,20211
368,,GENE-320-502,1,3,2,0,1,7.0,2.428,0.0,0.0,0.0,0.0,0.0,7.0,DERR J,20211
369,,GENE-411-500,6,3,1,0,0,10.0,3.5,0.0,0.0,0.0,0.0,0.0,10.0,SEPTININGSIH E,20211
370,,GENE-412-500,45,3,0,0,0,48.0,3.937,2.0,0.0,0.0,0.0,0.0,50.0,JOHNSTON J,20211
371,,GENE-420-500,15,3,0,0,0,18.0,3.833,0.0,0.0,0.0,0.0,0.0,18.0,MULLET J,20211
372,,GENE-421-500,27,0,0,0,0,27.0,4.0,0.0,0.0,0.0,0.0,0.0,27.0,VENKATRAJ V,20211
373,,GENE-431-501,6,11,3,0,0,20.0,3.15,0.0,0.0,0.0,1.0,0.0,21.0,HERMAN J,20211
374,,GENE-431-502,7,8,3,0,0,18.0,3.222,0.0,0.0,0.0,1.0,0.0,19.0,HE P,20211
375,,GENE-432-900,3,4,1,0,0,8.0,3.25,0.0,0.0,0.0,0.0,0.0,8.0,PEREZ S,20211
376,,GENE-620-600,4,5,1,0,0,10.0,3.3,0.0,0.0,0.0,0.0,0.0,10.0,STELLY D,20211
377,,GENE-648-600,6,0,0.1,0.2,0.3,6.1,4.000,0.4,0.5,0.6,0.7,0.8,6.2,CASOLA C,20211
378,,GENE-682-600,7,0,0,0,0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,7.0,THREADGILL D,20211
379,,GENE-689-600,13,0,0,0,0,13.0,4.0,0.0,0.0,0.0,0.0,0.0,13.0,THREADGILL D,20211
380,,GENE-697-601,8,0,0,0,0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,PISHKO E,20211
381,,GENE-697-602,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,PISHKO E,20211
382,,AGSM-201-501,6,3,0,0.1,0.2,9,3.666,0.3,0.4,0.5,0.6,0.7,9.1,KINGMAN D,20211
383,,AGSM-201-503,5,3,0,0,1,9.0,3.222,0.0,0.0,0.0,0.0,0.0,9.0,KINGMAN D,20211
384,,AGSM-201-504,5,2,0,1,0,8.0,3.375,0.0,0.0,0.0,0.0,0.0,8.0,KINGMAN D,20211
385,,AGSM-201-505,12,4,9,0,2,27.0,2.888,0.0,0.0,0.0,2.0,0.0,29.0,KINGMAN D,20211
386,,AGSM-301-500,2,5,9,2,0,18.0,2.388,0.0,0.0,0.0,0.0,0.0,18.0,MCGEE R,20211
387,,AGSM-301-501,5,4,1,0,0,10.0,3.4,0.0,0.0,0.0,0.0,0.0,10.0,MCGEE R,20211
388,,AGSM-310-501,9,6,4,0,2,21.0,2.952,0.0,0.0,0.0,0.0,0.0,21.0,HARDIN R,20211
389,,AGSM-310-502,1,4,11,5,1,22.0,1.954,0.0,0.0,0.0,1.0,0.0,23.0,HARDIN R,20211
390,,AGSM-315-502,7,6,1,1,0,15.0,3.266,0.0,0.0,0.0,0.0,0.0,15.0,CASTELL-PEREZ M,20211
391,,AGSM-315-503,5,7,2,1,0,15.0,3.0660000000000003,0.0,0.0,0.0,2.0,0.0,17.0,CASTELL-PEREZ M,20211
392,,AGSM-325-501,4,1,2,0,0,7.0,3.285,0.0,0.0,0.0,1.0,0.0,8.0,STARK G,20211
393,,AGSM-325-502,2,3,2,0,0,7.0,3.0,0.0,0.0,0.0,1.0,0.0,8.0,STARK G,20211
394,,AGSM-325-503,2,1,1,0,1,5.0,2.6,0.0,0.0,0.0,1.0,0.0,6.0,STARK G,20211
395,,AGSM-325-504,3,2,2,1,0,8.0,2.875,0.0,0.0,0.0,0.0,0.0,8.0,STARK G,20211
396,,AGSM-325-505,1,2,2,5,1,11.0,1.7269999999999999,0.0,0.0,0.0,0.0,0.0,11.0,STARK G,20211
397,,AGSM-360-501,19,1,0,0,0,20.0,3.95,0.0,0.0,0.0,0.0,0.0,20.0,KINGMAN D,20211
398,,AGSM-360-599,36,19,11,1,1,68.0,3.2939999999999996,0.0,0.0,0.0,7.0,0.0,75.0,KINGMAN D,20211
399,,AGSM-440-900,26,8,1,0,0,35.0,3.714,0.0,0.0,0.0,0.0,0.0,35.0,MCGEE R,20211
400,,BAEN-301-501,9,4,2,0,0.1,15,3.466,0.2,0.3,0.4,0.5,0.6,15.1,FERNANDO S,20211
401,,BAEN-301-502,8,6,3,0,1,18.0,3.111,0.0,0.0,0.0,0.0,0.0,18.0,FERNANDO S,20211
402,,BAEN-320-500,12,9,0,0,0,21.0,3.571,0.0,0.0,0.0,0.0,0.0,21.0,KING M,20211
403,,BAEN-320-502,8,5,2,0,0,15.0,3.4,0.0,0.0,0.0,0.0,0.0,15.0,KING M,20211
404,,BAEN-320-503,1,3,3,0,0,7.0,2.714,0.0,0.0,0.0,0.0,0.0,7.0,KING M,20211
405,,BAEN-365-500,9,8,6,0,0,23.0,3.13,0.0,0.0,0.0,2.0,0.0,25.0,LACEY R,20211
406,,BAEN-365-501,7,3,4,0,0,14.0,3.214,0.0,0.0,0.0,1.0,0.0,15.0,LACEY R,20211
407,,BAEN-366-500,8,8,16,1,0,33.0,2.696,0.0,0.0,0.0,9.0,0.0,42.0,MOREIRA R,20211
408,,BAEN-370-501,13,7,5,0,0.1,25,3.320,0.2,0.3,0.4,1,0.5,26,LACEY R,20211
409,,BAEN-370-502,6,5,2,0,0,13.0,3.307,0.0,0.0,0.0,0.0,0.0,13.0,LACEY R,20211
410,,BAEN-427-500,14,0,0,0,0,14.0,4.0,0.0,0.0,0.0,1.0,0.0,15.0,CASTELL-PEREZ M,20211
411,,BAEN-431-501,5,4,1,0,0,10.0,3.4,0.0,0.0,0.0,0.0,0.0,10.0,NIKOLOV Z,20211
412,,BAEN-465-500,3,3,4,0,0,10.0,2.9,0.0,0.0,0.0,0.0,0.0,10.0,HUANG Y,20211
413,,BAEN-468-500,22,1,0,0,0,23.0,3.9560000000000004,0.0,0.0,0.0,0.0,0.0,23.0,SMITH P,20211
414,,BAEN-469-500,14,1,3,0,0,18.0,3.611,0.0,0.0,0.0,0.0,0.0,18.0,HUANG Y,20211
415,,BAEN-480-900,47,4,0,0,0,51.0,3.9210000000000003,0.0,0.0,0.0,0.0,0.0,51.0,STARK G,20211
416,,BAEN-627-600,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,CASTELL-PEREZ M,20211
417,,BAEN-631-601,3,2,0,0,0,5.0,3.6,0.0,0.0,0.0,0.0,0.0,5.0,NIKOLOV Z,20211
418,,BAEN-651-600,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,LEYTON J,20211
419,,BAEN-652-600,11,0,0,0,0,11.0,4.0,0.0,0.0,0.0,0.0,0.0,11.0,SRINIVASAN R,20211
420,,BAEN-665-600,7,4,2,0,0,13.0,3.384,0.0,0.0,0.0,0.0,0.0,13.0,HUANG Y,20211
421,,BAEN-669-600,4,1,0,0,0,5.0,3.8,0.0,0.0,0.0,0.0,0.0,5.0,HUANG Y,20211
422,,BAEN-673-600,14,0,0,0,0,14.0,4.0,0.0,0.0,0.0,0.0,0.0,14.0,CALABRESE S,20211
423,,BAEN-674-600,6,0,0,0,0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,6.0,MOHANTY B,20211
424,,BAEN-683-600,12,0,0,0,0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,12.0,SINGH V,20211
425,,AGLS-101-502,73,11,5,1,2,92,3.652,0,0.1,0.2,3,0.3,95,SKAGGS C,20211
426,,AGLS-489-700,9,0,0,0,0,9.0,4.0,0.0,0.0,0.0,2.0,0.0,11.0,ELLIOT J,20211
427,,AGLS-489-701,5,0,0,0,0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,5.0,ELLIOT J,20211
